,NDVI
2000-02-29,0.13748981492194562
2000-03-31,0.13268883489628802
2000-04-30,0.13220187168755476
2000-05-31,0.13140226792695892
2000-06-30,0.1277274785201734
2000-07-31,0.1592571282012581
2000-08-31,0.21490930991653262
2000-09-30,0.1981812342714573
2000-10-31,0.1880875630384099
2000-11-30,0.17733018877955278
2000-12-31,0.16928526221616466
2001-01-31,0.15633746288537614
2001-02-28,0.14464035300449574
2001-03-31,0.13500798408668185
2001-04-30,0.12720762714417388
2001-05-31,0.12255170799118556
2001-06-30,0.14585910490159093
2001-07-31,0.19416988512592848
2001-08-31,0.2561375345123971
2001-09-30,0.2129396060266075
2001-10-31,0.1824516315976117
2001-11-30,0.1683613685617398
2001-12-31,0.159759956111899
2002-01-31,0.15264274754908325
2002-02-28,0.14967926793389014
2002-03-31,0.13838961771109193
2002-04-30,0.13098219214427959
2002-05-31,0.12715639427301856
2002-06-30,0.13093686678511682
2002-07-31,0.16554298579000473
2002-08-31,0.22704352109439924
2002-09-30,0.1875658584296049
2002-10-31,0.16351334083291194
2002-11-30,0.15327232541749727
2002-12-31,0.15139412293709714
2003-01-31,0.15116542300075048
2003-02-28,0.14247986637277107
2003-03-31,0.13750976191065917
2003-04-30,0.12758002515705597
2003-05-31,0.12521200574560437
2003-06-30,0.12657522267506244
2003-07-31,0.1682251283355312
2003-08-31,0.24551338912823376
2003-09-30,0.21579622667106355
2003-10-31,0.17466661385907511
2003-11-30,0.15946556819274457
2003-12-31,0.1542963992019318
2004-01-31,0.14771142645177693
2004-02-29,0.14504000908369302
2004-03-31,0.1362362756471265
2004-04-30,0.1348216788799219
2004-05-31,0.12684968232270194
2004-06-30,0.13751141908828055
2004-07-31,0.17418489740354193
2004-08-31,0.21660344501694434
2004-09-30,0.18494955666409701
2004-10-31,0.15661071707124982
2004-11-30,0.1462955129807852
2004-12-31,0.14536632853691356
2005-01-31,0.14082822382219506
2005-02-28,0.13708542284940944
2005-03-31,0.1307777961802869
2005-04-30,0.1266373104216408
2005-05-31,0.12971691198070873
2005-06-30,0.14263351375239797
2005-07-31,0.1847707866314918
2005-08-31,0.22498320397677068
2005-09-30,0.19106546416356968
2005-10-31,0.162744275594686
2005-11-30,0.15406983183416778
2005-12-31,0.14820529588631792
2006-01-31,0.1397186799018535
2006-02-28,0.1352185182874031
2006-03-31,0.1292547148787307
2006-04-30,0.13175924875501238
2006-05-31,0.13608847544974279
2006-06-30,0.1316618003354387
2006-07-31,0.17621986351291524
2006-08-31,0.23937106446725065
2006-09-30,0.22194854883497772
2006-10-31,0.17757158560304845
2006-11-30,0.16973307852543873
2006-12-31,0.163482109667509
2007-01-31,0.15953576953148207
2007-02-28,0.15676519843767886
2007-03-31,0.14371915624170983
2007-04-30,0.13608887150005167
2007-05-31,0.1291910203059103
2007-06-30,0.13874911825760772
2007-07-31,0.24286274429994553
2007-08-31,0.2883352113286257
2007-09-30,0.23487236368343126
2007-10-31,0.19349777101015797
2007-11-30,0.17411131246455794
2007-12-31,0.16353813297112352
2008-01-31,0.1558954057366858
2008-02-29,0.150356933513191
2008-03-31,0.13788886907240044
2008-04-30,0.1375255995534965
2008-05-31,0.14046677936466825
2008-06-30,0.14385384966003736
2008-07-31,0.16173179482806355
2008-08-31,0.2003385912233704
2008-09-30,0.19674361871272733
2008-10-31,0.1642602519433757
2008-11-30,0.15829063654035483
2008-12-31,0.15619613349063702
2009-01-31,0.14748904997433068
2009-02-28,0.13564382482965864
2009-03-31,0.13034293342934294
2009-04-30,0.1245547452169545
2009-05-31,0.11966098631564284
2009-06-30,0.1168242208575379
2009-07-31,0.17254389328949848
2009-08-31,0.22012185038560492
2009-09-30,0.18117958407634502
2009-10-31,0.15811425618574776
2009-11-30,0.148981503392088
2009-12-31,0.14774094439487995
2010-01-31,0.1443235446971668
2010-02-28,0.1374277149803158
2010-03-31,0.12875117824996274
2010-04-30,0.12993593829992148
2010-05-31,0.12407986223228981
2010-06-30,0.12618149610727714
2010-07-31,0.17808410930418933
2010-08-31,0.24020465003777103
2010-09-30,0.21569424048643646
2010-10-31,0.1724999387324106
2010-11-30,0.15906356497538499
2010-12-31,0.15192373359166012
2011-01-31,0.14583378133617803
2011-02-28,0.1404974962647142
2011-03-31,0.1368430353022022
2011-04-30,0.13177880447532536
2011-05-31,0.12869920047849498
2011-06-30,0.13981511530955854
2011-07-31,0.14829867745912323
2011-08-31,0.21291164975878235
2011-09-30,0.19332655614488353
2011-10-31,0.16554829508055344
2011-11-30,0.15308955376812694
2011-12-31,0.15244228635962664
2012-01-31,0.1444449377122333
2012-02-29,0.13376187091830477
2012-03-31,0.12624246969158495
2012-04-30,0.12379102823487648
2012-05-31,0.11887988414737712
2012-06-30,0.12966171022242481
2012-07-31,0.1668656633441035
2012-08-31,0.2209028944734041
2012-09-30,0.2028779116285866
2012-10-31,0.16006575380429866
2012-11-30,0.14882984120271012
2012-12-31,0.14345362647197685
2013-01-31,0.13656133342247792
2013-02-28,0.13451429991148312
2013-03-31,0.12777534073832708
2013-04-30,0.1260032501219983
2013-05-31,0.12225715704765253
2013-06-30,0.12964598608873673
2013-07-31,0.1511630788309316
2013-08-31,0.23570984982711327
2013-09-30,0.20558882976299553
2013-10-31,0.16926287780267352
2013-11-30,0.1565106875776548
2013-12-31,0.15039326283212673
2014-01-31,0.14507388581116737
2014-02-28,0.1389109805759448
2014-03-31,0.13408373767223686
2014-04-30,0.13063865968948177
2014-05-31,0.1309177204998282
2014-06-30,0.13153966175684628
2014-07-31,0.1869006606769797
