,EVI
2000-02-29,0.08464030871178554
2000-03-31,0.08462196698456781
2000-04-30,0.08499158471197972
2000-05-31,0.0851213958220411
2000-06-30,0.0828596186687735
2000-07-31,0.1030714547355581
2000-08-31,0.1368594985360334
2000-09-30,0.12781854658074146
2000-10-31,0.11279755576473088
2000-11-30,0.10633382113678758
2000-12-31,0.10082184167317945
2001-01-31,0.0936012324271987
2001-02-28,0.08884741341245453
2001-03-31,0.08531177215602698
2001-04-30,0.08178754922186768
2001-05-31,0.07902650231615181
2001-06-30,0.09321508708937834
2001-07-31,0.12542249238051073
2001-08-31,0.17170067892150886
2001-09-30,0.13520521959876347
2001-10-31,0.1134971447420391
2001-11-30,0.1021897281902629
2001-12-31,0.09485208906611167
2002-01-31,0.09117290053350861
2002-02-28,0.09140218950962609
2002-03-31,0.08821366873219397
2002-04-30,0.08449328776512335
2002-05-31,0.08202294491541441
2002-06-30,0.08409997028782407
2002-07-31,0.10695189116912526
2002-08-31,0.15115070624596072
2002-09-30,0.12108934100097304
2002-10-31,0.10269564224380025
2002-11-30,0.09436033767748864
2002-12-31,0.09072727659393104
2003-01-31,0.09130721997353672
2003-02-28,0.08870084223657111
2003-03-31,0.0886603283909228
2003-04-30,0.08266778279680104
2003-05-31,0.08128978523602778
2003-06-30,0.08139420317717821
2003-07-31,0.114438694121417
2003-08-31,0.16538674502694095
2003-09-30,0.1378179832977267
2003-10-31,0.10883173429530504
2003-11-30,0.09910192476994295
2003-12-31,0.09363618868354893
2004-01-31,0.08939821225098221
2004-02-29,0.08941851367929451
2004-03-31,0.08616235023332311
2004-04-30,0.08663462948614066
2004-05-31,0.08227464900220013
2004-06-30,0.08762326209677807
2004-07-31,0.1111644690778847
2004-08-31,0.14211262897826227
2004-09-30,0.11617688049700603
2004-10-31,0.09619677775054121
2004-11-30,0.08850065429421854
2004-12-31,0.08673868302127484
2005-01-31,0.08393683220148324
2005-02-28,0.08455367531508257
2005-03-31,0.08240023644852641
2005-04-30,0.08104458954007762
2005-05-31,0.08273855828420486
2005-06-30,0.0895814801995928
2005-07-31,0.11933488307396253
2005-08-31,0.14496116831847286
2005-09-30,0.12103991469704672
2005-10-31,0.10154063682766565
2005-11-30,0.09450672565391294
2005-12-31,0.08933932534141341
2006-01-31,0.08476830362775695
2006-02-28,0.08404407150670998
2006-03-31,0.08277112362547998
2006-04-30,0.0825358336230956
2006-05-31,0.0867081477813465
2006-06-30,0.08424010526577265
2006-07-31,0.11234288397550886
2006-08-31,0.1523838189678549
2006-09-30,0.14335471148754067
2006-10-31,0.11110915277681745
2006-11-30,0.10305267244235684
2006-12-31,0.09762891340773584
2007-01-31,0.09615913815467289
2007-02-28,0.0969455776819079
2007-03-31,0.09105544536395407
2007-04-30,0.08679634676765477
2007-05-31,0.08206927007036308
2007-06-30,0.08797736885107207
2007-07-31,0.1634699421112208
2007-08-31,0.19153873950789607
2007-09-30,0.151011208401037
2007-10-31,0.11951379442764673
2007-11-30,0.10636937046588313
2007-12-31,0.0990693580374134
2008-01-31,0.09409483128023952
2008-02-29,0.0919896417106536
2008-03-31,0.08786187730932542
2008-04-30,0.08797183488295633
2008-05-31,0.08884467792613629
2008-06-30,0.0910119449717583
2008-07-31,0.10479067329465082
2008-08-31,0.1284461920020497
2008-09-30,0.12428715628458384
2008-10-31,0.10181446927358162
2008-11-30,0.09667573547519642
2008-12-31,0.09501916157505494
2009-01-31,0.08981143243859938
2009-02-28,0.08408029048583521
2009-03-31,0.0827432778067627
2009-04-30,0.08022666585115484
2009-05-31,0.07767210803709208
2009-06-30,0.0755621881148152
2009-07-31,0.1121120834054063
2009-08-31,0.14476999283226855
2009-09-30,0.11760197393702834
2009-10-31,0.10015501180092208
2009-11-30,0.09242391191553742
2009-12-31,0.089567418763631
2010-01-31,0.08813665415862168
2010-02-28,0.08589901160229443
2010-03-31,0.08171132278590301
2010-04-30,0.08370734062495008
2010-05-31,0.0797273844575983
2010-06-30,0.08202499571399657
2010-07-31,0.11733009831725316
2010-08-31,0.1629684743771781
2010-09-30,0.1367169726867419
2010-10-31,0.1082754696770907
2010-11-30,0.09865571901873244
2010-12-31,0.09285089050303158
2011-01-31,0.08928256269692023
2011-02-28,0.08811028452273009
2011-03-31,0.08699795721005965
2011-04-30,0.08455902050224656
2011-05-31,0.08278531415419094
2011-06-30,0.09016136823829593
2011-07-31,0.10000153440643221
2011-08-31,0.1389501299716402
2011-09-30,0.12397803381955771
2011-10-31,0.10373992824352661
2011-11-30,0.09391160786860159
2011-12-31,0.09206092753406603
2012-01-31,0.08760233139283154
2012-02-29,0.08395568404729223
2012-03-31,0.08099409713895894
2012-04-30,0.08049116543569856
2012-05-31,0.0768742177036561
2012-06-30,0.08399546675229808
2012-07-31,0.11182856788182227
2012-08-31,0.15084025333276618
2012-09-30,0.13157610854411964
2012-10-31,0.10051516984788895
2012-11-30,0.09127789608636241
2012-12-31,0.08756308405301325
2013-01-31,0.08362324438172405
2013-02-28,0.08454541214220168
2013-03-31,0.08208711111590573
2013-04-30,0.0818595033798894
2013-05-31,0.07975211375918995
2013-06-30,0.08336823223077411
2013-07-31,0.09843891316442349
2013-08-31,0.15825633281061757
2013-09-30,0.13483724607455003
2013-10-31,0.10616038238593968
2013-11-30,0.09691745177095502
2013-12-31,0.09154574509706288
2014-01-31,0.08862959133096543
2014-02-28,0.08665686713102039
2014-03-31,0.08490268162157044
2014-04-30,0.08442876458959173
2014-05-31,0.08405705601739805
2014-06-30,0.08456545893237889
2014-07-31,0.1202277094207637
