,EVI
2000-02-29,0.27034353202577094
2000-03-31,0.29694299397970847
2000-04-30,0.3811177090643523
2000-05-31,0.4226750750806665
2000-06-30,0.41449614681978086
2000-07-31,0.32719018809575484
2000-08-31,0.3384677553689322
2000-09-30,0.4081034039655127
2000-10-31,0.37779517123526857
2000-11-30,0.307737723881231
2000-12-31,0.2794982475955003
2001-01-31,0.2550332688671448
2001-02-28,0.2754094483588705
2001-03-31,0.323779522651259
2001-04-30,0.3661125534877997
2001-05-31,0.42428503308682086
2001-06-30,0.2854540955177476
2001-07-31,0.3552971882651961
2001-08-31,0.3168968788131559
2001-09-30,0.3932536584202112
2001-10-31,0.4103115061247197
2001-11-30,0.34531149796869376
2001-12-31,0.28188760383443057
2002-01-31,0.26268327563893523
2002-02-28,0.28361952001219615
2002-03-31,0.33550814982222543
2002-04-30,0.39352810037854946
2002-05-31,0.4300202518119961
2002-06-30,0.40002874927734783
2002-07-31,0.37439814580917635
2002-08-31,0.38747922558132764
2002-09-30,0.4071965688662671
2002-10-31,0.38784161206784346
2002-11-30,0.3610660963876492
2002-12-31,0.2903367530158182
2002-01-31,0.26268327563893523
2002-02-28,0.28361952001219615
2002-03-31,0.33550814982222543
2002-04-30,0.39352810037854946
2002-05-31,0.4300202518119961
2002-06-30,0.40002874927734783
2002-07-31,0.37439814580917635
2002-08-31,0.38747922558132764
2002-09-30,0.4071965688662671
2002-10-31,0.38784161206784346
2002-11-30,0.3610660963876492
2002-12-31,0.2903367530158182
2003-01-31,0.2531050514214836
2003-02-28,0.30413320682581235
2003-03-31,0.31109401069951004
2003-04-30,0.3669579047809028
2003-05-31,0.4054663768473745
2003-06-30,0.38188437813613163
2003-07-31,0.3788654073450357
2003-08-31,0.3664205074404331
2003-09-30,0.41961755966847814
2003-10-31,0.4052908367764978
2003-11-30,0.36800429759295433
2003-12-31,0.2893311866618138
2004-01-31,0.22672923691629782
2004-02-29,0.274174261129961
2004-03-31,0.2962008692648752
2004-04-30,0.3638412073942011
2004-05-31,0.39056365151696415
2004-06-30,0.40917494390088177
2004-07-31,0.37140481603884956
2004-08-31,0.37301361842779834
2004-09-30,0.41515218331105536
2004-10-31,0.38559548653923625
2004-11-30,0.34974839785587836
2004-12-31,0.2948337811363825
2004-01-31,0.22672923691629782
2004-02-29,0.274174261129961
2004-03-31,0.2962008692648752
2004-04-30,0.3638412073942011
2004-05-31,0.39056365151696415
2004-06-30,0.40917494390088177
2004-07-31,0.37140481603884956
2004-08-31,0.37301361842779834
2004-09-30,0.41515218331105536
2004-10-31,0.38559548653923625
2004-11-30,0.34974839785587836
2004-12-31,0.2948337811363825
2005-01-31,0.2640094842671207
2005-02-28,0.2698856806002651
2005-03-31,0.3633167952726807
2005-04-30,0.36867384292381944
2005-05-31,0.4282007687607816
2005-06-30,0.33966174645433955
2005-07-31,0.35196057336144904
2005-08-31,0.37459133087581825
2005-09-30,0.40949079758679424
2005-10-31,0.40542622293280156
2005-11-30,0.36089089811535807
2005-12-31,0.28052029600833506
2006-01-31,0.26465334120811745
2006-02-28,0.30423136046685295
2006-03-31,0.32131869293881465
2006-04-30,0.3778116172672257
2006-05-31,0.4022805246814406
2006-06-30,0.41980340584189957
2006-07-31,0.3774700813684039
2006-08-31,0.3488488822850827
2006-09-30,0.418184178567345
2006-10-31,0.432220234525846
2006-11-30,0.37668063657091055
2006-12-31,0.29879152591646474
2006-01-31,0.26465334120811745
2006-02-28,0.30423136046685295
2006-03-31,0.32131869293881465
2006-04-30,0.3778116172672257
2006-05-31,0.4022805246814406
2006-06-30,0.41980340584189957
2006-07-31,0.3774700813684039
2006-08-31,0.3488488822850827
2006-09-30,0.418184178567345
2006-10-31,0.432220234525846
2006-11-30,0.37668063657091055
2006-12-31,0.29879152591646474
2007-01-31,0.2637062844918535
2007-02-28,0.26935190826865985
2007-03-31,0.3390886380539117
2007-04-30,0.37862043331431106
2007-05-31,0.42937894676847577
2007-06-30,0.3962450193490273
2007-07-31,0.3474302769277181
2007-08-31,0.37492434139800696
2007-09-30,0.4179396509106512
2007-10-31,0.4194422548363618
2007-11-30,0.3561360246338797
2007-12-31,0.3066307876826864
2008-01-31,0.2564458358794155
2008-02-29,0.28478177179751224
2008-03-31,0.32784542388357496
2008-04-30,0.38263765878618605
2008-05-31,0.4352989918252804
2008-06-30,0.4014607517069988
2008-07-31,0.3763386977235368
2008-08-31,0.3919783098370754
2008-09-30,0.4187303772541951
2008-10-31,0.3912782904181642
2008-11-30,0.3183803322307308
2008-12-31,0.29334814984323565
2009-01-31,0.2677847702918171
2009-02-28,0.2962626214836369
2009-03-31,0.3207018887074733
2009-04-30,0.377644043355445
2009-05-31,0.42441877722288257
2009-06-30,0.3812804237107887
2009-07-31,0.3574130420219589
2009-08-31,0.398243014709469
2009-09-30,0.4156299395624963
2009-10-31,0.42221009810423005
2009-11-30,0.3887074261843277
2009-12-31,0.296937618036459
2010-01-31,0.25640780405881436
2010-02-28,0.29225725985657025
2010-03-31,0.331640439783809
2010-04-30,0.3860701034731653
2010-05-31,0.4055188829311797
2010-06-30,0.3799469457296818
2010-07-31,0.32440574875379596
2010-08-31,0.3452103793242484
2010-09-30,0.41422046368921905
2010-10-31,0.42824494006816266
2010-11-30,0.37398534744113215
2010-12-31,0.30218408741657865
2010-01-31,0.25640780405881436
2010-02-28,0.29225725985657025
2010-03-31,0.331640439783809
2010-04-30,0.3860701034731653
2010-05-31,0.4055188829311797
2010-06-30,0.3799469457296818
2010-07-31,0.32440574875379596
2010-08-31,0.3452103793242484
