,EVI
2000-02-29,0.1746640595694132
2000-03-31,0.1879411591647421
2000-04-30,0.2395462498053839
2000-05-31,0.2912146850917609
2000-06-30,0.345721607552035
2000-07-31,0.335676672294172
2000-08-31,0.3530461299333155
2000-09-30,0.3759556719969019
2000-10-31,0.3260403053835178
2000-11-30,0.2583801642117724
2000-12-31,0.2180373469586455
2001-01-31,0.1840936129492828
2001-02-28,0.1764619533493844
2001-03-31,0.201643102207232
2001-04-30,0.2464975503536423
2001-05-31,0.3083205688683312
2001-06-30,0.2992832784712794
2001-07-31,0.3313753340970406
2001-08-31,0.3378476544089234
2001-09-30,0.3703605521205118
2001-10-31,0.3521402486410531
2001-11-30,0.2695530911828945
2001-12-31,0.215149255104509
2002-01-31,0.1798057389736487
2002-02-28,0.1784808115173535
2002-03-31,0.2010396643952735
2002-04-30,0.258841089518974
2002-05-31,0.2829724302294929
2002-06-30,0.3319962227772081
2002-07-31,0.3535608530747494
2002-08-31,0.3784905385871862
2002-09-30,0.3956422204201058
2002-10-31,0.3740544953814763
2002-11-30,0.2985472071032448
2002-12-31,0.2303668295880134
2003-01-31,0.1921614056423714
2003-02-28,0.1883443027697536
2003-03-31,0.2116293271122821
2003-04-30,0.2490615571600979
2003-05-31,0.2791283637006611
2003-06-30,0.3478705606703976
2003-07-31,0.376577854804624
2003-08-31,0.3653123803054575
2003-09-30,0.3776094966428252
2003-10-31,0.3603856700467621
2003-11-30,0.2971476793377101
2003-12-31,0.2267870626233223
2004-01-31,0.1813096363837653
2004-02-29,0.1841469533645392
2004-03-31,0.1782624123273638
2004-04-30,0.2411644226340467
2004-05-31,0.3029369269262152
2004-06-30,0.3580614645868419
2004-07-31,0.361049504379212
2004-08-31,0.3622000581315034
2004-09-30,0.3820425322240445
2004-10-31,0.3328285253007471
2004-11-30,0.2492227590756188
2004-12-31,0.2162567434145604
2005-01-31,0.1794118656035215
2005-02-28,0.1807305049527758
2005-03-31,0.2108438408302352
2005-04-30,0.236080880169412
2005-05-31,0.2916490883584826
2005-06-30,0.3191505141652393
2005-07-31,0.3645379587667972
2005-08-31,0.3753014099230086
2005-09-30,0.3694938460538124
2005-10-31,0.360840422210381
2005-11-30,0.289058254823811
2005-12-31,0.2168976339898342
2006-01-31,0.1863854965518329
2006-02-28,0.1948071760318041
2006-03-31,0.2126143857712142
2006-04-30,0.2251312886165888
2006-05-31,0.2990162365452654
2006-06-30,0.3420370355983982
2006-07-31,0.3478074941541254
2006-08-31,0.3558816335511622
2006-09-30,0.3809158133214795
2006-10-31,0.3648073500019252
2006-11-30,0.2998955533738686
2006-12-31,0.2266348954523581
2007-01-31,0.1789335302318399
2007-02-28,0.1809256143643905
2007-03-31,0.2010785760195498
2007-04-30,0.2549271396543692
2007-05-31,0.3037282937148252
2007-06-30,0.334523154751519
2007-07-31,0.3439183933926509
2007-08-31,0.3676435444518448
2007-09-30,0.3820786579664144
2007-10-31,0.3433931487038788
2007-11-30,0.2836415344464921
2007-12-31,0.2282049897582234
2008-01-31,0.1880412186730705
2008-02-29,0.1806099155414275
2008-03-31,0.1978476805825371
2008-04-30,0.2468145475158261
2008-05-31,0.3083812951200593
2008-06-30,0.3287632237391282
2008-07-31,0.356170328441221
2008-08-31,0.3681966849471784
2008-09-30,0.3765488992200457
2008-10-31,0.327103393374241
2008-11-30,0.2543893165524041
2008-12-31,0.2200777825993759
2009-01-31,0.1921774714669227
2009-02-28,0.1894905136709907
2009-03-31,0.2036409892292863
2009-04-30,0.2495035141265162
2009-05-31,0.3105757582617793
2009-06-30,0.3176203239921358
2009-07-31,0.3384823371195783
2009-08-31,0.3739117406833062
2009-09-30,0.3846020122618865
2009-10-31,0.3576504326616535
2009-11-30,0.2998962006717106
2009-12-31,0.23136522373184
2010-01-31,0.1918900506604946
2010-02-28,0.1988233957046942
2010-03-31,0.1964487746945998
2010-04-30,0.2382861640992044
2010-05-31,0.289643681723329
2010-06-30,0.3203533393796525
2010-07-31,0.3349021694003516
2010-08-31,0.3711725165591388
2010-09-30,0.3882663836497321
2010-10-31,0.3596188460143826
2010-11-30,0.302274239027408
2010-12-31,0.2404117602723684
2011-01-31,0.1925271669802038
2011-02-28,0.2022521245563285
2011-03-31,0.2256036442715904
2011-04-30,0.2386640282844494
2011-05-31,0.2901262622636432
2011-06-30,0.3338652435631647
2011-07-31,0.344706980004918
2011-08-31,0.3685915350969909
2011-09-30,0.3727902517230955
2011-10-31,0.339364000505499
2011-11-30,0.2877103741382401
2011-12-31,0.2230721147655604
2012-01-31,0.1842083442355578
2012-02-29,0.1819060851478779
2012-03-31,0.2026511545637701
2012-04-30,0.2400940026057667
2012-05-31,0.2872679583665941
2012-06-30,0.3369977366997096
2012-07-31,0.3349414224252254
2012-08-31,0.364735067400466
2012-09-30,0.3680786357670527
2012-10-31,0.3359616806618075
2012-11-30,0.2802777786277175
2012-12-31,0.2379801367083391
2013-01-31,0.19924282882647
2013-02-28,0.1961104155854371
2013-03-31,0.2282856464377732
2013-04-30,0.2735523758171552
2013-05-31,0.3016464881377773
2013-06-30,0.3195831833296118
2013-07-31,0.3299675962830644
2013-08-31,0.3404105152470458
2013-09-30,0.3685132070669873
2013-10-31,0.3475233799296507
2013-11-30,0.2833739446009774
2013-12-31,0.2401640614566096
2014-01-31,0.2003049356207309
2014-02-28,0.1927474813703893
2014-03-31,0.2233361304652792
2014-04-30,0.263638901449211
2014-05-31,0.3184338369338032
2014-06-30,0.3286654820956431
2014-07-31,0.3152066413656208
2014-08-31,0.372272206328693
2014-09-30,0.3642116697560481
