,NDVI
2000-02-29,0.11971040992335959
2000-03-31,0.12224639632023956
2000-04-30,0.12068000497857403
2000-05-31,0.11388562273776806
2000-06-30,0.11311035512821306
2000-07-31,0.11109919377518843
2000-08-31,0.11193262322597701
2000-09-30,0.11187246746254298
2000-10-31,0.11318610956444215
2000-11-30,0.11693311403916036
2000-12-31,0.12006198254290654
2001-01-31,0.12131050832821862
2001-02-28,0.12419846763171911
2001-03-31,0.12660364371327876
2001-04-30,0.12317176162753413
2001-05-31,0.11720330211239043
2001-06-30,0.11201382682113423
2001-07-31,0.1108400205665005
2001-08-31,0.1112186057694699
2001-09-30,0.11098616505250461
2001-10-31,0.11247716069525872
2001-11-30,0.11257435501907492
2001-12-31,0.11696514179096304
2002-01-31,0.11680498649638915
2002-02-28,0.12026135598929556
2002-03-31,0.12132316455354843
2002-04-30,0.11947670431868643
2002-05-31,0.11451363595819011
2002-06-30,0.1112906449493221
2002-07-31,0.10980599986801355
2002-08-31,0.11030857776957465
2002-09-30,0.1107343857634701
2002-10-31,0.11289547336991453
2002-11-30,0.11445424279774039
2002-12-31,0.11862621348276735
2003-01-31,0.11986303611135912
2003-02-28,0.12281212017968951
2003-03-31,0.12719500942304207
2003-04-30,0.1293248470613939
2003-05-31,0.12202088534106445
2003-06-30,0.11646243610911763
2003-07-31,0.11321362419339497
2003-08-31,0.11386660011947236
2003-09-30,0.11400887842816701
2003-10-31,0.11716149701420278
2003-11-30,0.12031052837835801
2003-12-31,0.12337665521801833
2004-01-31,0.12499340653257855
2004-02-29,0.1288096658043983
2004-03-31,0.13169904073985522
2004-04-30,0.13170378116745574
2004-05-31,0.1252604972930526
2004-06-30,0.11955506566487188
2004-07-31,0.11654033591263122
2004-08-31,0.11535567267131883
2004-09-30,0.11655273564283225
2004-10-31,0.11643045297788043
2004-11-30,0.11843532032270257
2004-12-31,0.12292080841049927
2005-01-31,0.12071296967436612
2005-02-28,0.12066976209660445
2005-03-31,0.12583075103401944
2005-04-30,0.12759055315782836
2005-05-31,0.11912905923252078
2005-06-30,0.11565548349505608
2005-07-31,0.11431637817695371
2005-08-31,0.1142574948425839
2005-09-30,0.11497808592063974
2005-10-31,0.11639699509438994
2005-11-30,0.11967159641625573
2005-12-31,0.12327092560146719
2006-01-31,0.12378542462323465
2006-02-28,0.12820775471093074
2006-03-31,0.1341257948378186
2006-04-30,0.13120079414820196
2006-05-31,0.12319548185668955
2006-06-30,0.11619053856469125
2006-07-31,0.11597057194782201
2006-08-31,0.11518222612125287
2006-09-30,0.11686050799593656
2006-10-31,0.11706536431484581
2006-11-30,0.11776611021226764
2006-12-31,0.12078357540761799
2007-01-31,0.12131776241963577
2007-02-28,0.1270159315907235
2007-03-31,0.12999955078545222
2007-04-30,0.13333152777702273
2007-05-31,0.12721188055266
2007-06-30,0.11911254808651228
2007-07-31,0.11593228945685688
2007-08-31,0.1154535807448765
2007-09-30,0.11705199329535776
2007-10-31,0.11814602954133971
2007-11-30,0.12170358709702522
2007-12-31,0.12401015541206799
2008-01-31,0.12345796014584111
2008-02-29,0.12532891642860589
2008-03-31,0.12770462021095175
2008-04-30,0.12391550815592116
2008-05-31,0.11920862752776985
2008-06-30,0.1155179894392754
2008-07-31,0.11357983809708318
2008-08-31,0.1129583424716221
2008-09-30,0.112784999714072
2008-10-31,0.12056822008880069
2008-11-30,0.12294148487945157
2008-12-31,0.12563075165310122
2009-01-31,0.12836749858961885
2009-02-28,0.1336097631169288
2009-03-31,0.14014061979675924
2009-04-30,0.140975074537453
2009-05-31,0.12972412132581274
2009-06-30,0.12075881422891421
2009-07-31,0.11854298992019177
2009-08-31,0.11796815036545256
2009-09-30,0.12264452556296386
2009-10-31,0.12573431848188835
2009-11-30,0.12544011062531296
2009-12-31,0.12764768035855587
2010-01-31,0.12768438119675385
2010-02-28,0.13157025740628664
2010-03-31,0.134198057819286
2010-04-30,0.13322327668087608
2010-05-31,0.12505287679525928
2010-06-30,0.11928081221124545
2010-07-31,0.11788032414248412
2010-08-31,0.11804837605448962
2010-09-30,0.11754455768758784
2010-10-31,0.12070875889220614
2010-11-30,0.12326844654632892
2010-12-31,0.1262363333010754
2011-01-31,0.1261366673375321
2011-02-28,0.12883012045543807
2011-03-31,0.13030721025555114
2011-04-30,0.13122409237208232
2011-05-31,0.12731289379238614
2011-06-30,0.1224119000626609
2011-07-31,0.11789334424102123
2011-08-31,0.11882236073049376
2011-09-30,0.11872717408598588
2011-10-31,0.11947819230378581
2011-11-30,0.12394059201499263
2011-12-31,0.12826761584171634
2012-01-31,0.12743118628609568
2012-02-29,0.12627619492176148
2012-03-31,0.13273604016659596
2012-04-30,0.13660688077807612
2012-05-31,0.12716403269354354
2012-06-30,0.12003367283324842
2012-07-31,0.11770088204423712
2012-08-31,0.11749328452697441
2012-09-30,0.11877628011485773
2012-10-31,0.11961087988982744
2012-11-30,0.12486230674890607
2012-12-31,0.12792786405327627
2013-01-31,0.12833133305802183
2013-02-28,0.13146066645117985
2013-03-31,0.13755780300914924
2013-04-30,0.13542339321552843
2013-05-31,0.12890299975745273
2013-06-30,0.12116907790171272
2013-07-31,0.11918653010742529
2013-08-31,0.11847543322076606
2013-09-30,0.11923721945216534
2013-10-31,0.11842708954012117
2013-11-30,0.12053011013393211
2013-12-31,0.12419293446521004
2014-01-31,0.12581886746842474
2014-02-28,0.13131268751157388
2014-03-31,0.13704772858881697
2014-04-30,0.13462104207517034
2014-05-31,0.1238543337055537
2014-06-30,0.11823370353155921
2014-07-31,0.11560519058645763
