,EVI
2000-02-29,0.2496264463951391
2000-03-31,0.41356008547336703
2000-04-30,0.4042499823038546
2000-05-31,0.40920515329011986
2000-06-30,0.3240373728212824
2000-07-31,0.22810463436003395
2000-08-31,0.1940700692796099
2000-09-30,0.2825999423886125
2000-10-31,0.3509352147655659
2000-11-30,0.30503314309916973
2000-12-31,0.3154040689040285
2001-01-31,0.3249923127005416
2001-02-28,0.38955828443791524
2001-03-31,0.4357418821482252
2001-04-30,0.36296808006778625
2001-05-31,0.3655125394101192
2001-06-30,0.1698577748963608
2001-07-31,0.3344109791816441
2001-08-31,0.2321876095971154
2001-09-30,0.26963990340575333
2001-10-31,0.39584927112706264
2001-11-30,0.35613699335302273
2001-12-31,0.30099500143495894
2002-01-31,0.2879180765894732
2002-02-28,0.33807177250520737
2002-03-31,0.3876673878742065
2002-04-30,0.45830690355203224
2002-05-31,0.4134614967220842
2002-06-30,0.3322528642359288
2002-07-31,0.25094286229790913
2002-08-31,0.2411851371290788
2002-09-30,0.3327890597896405
2002-10-31,0.30541661347856364
2002-11-30,0.3862453834300265
2002-12-31,0.3057298657869318
2003-01-31,0.2943484384010314
2003-02-28,0.37256378220779723
2003-03-31,0.39989680028103064
2003-04-30,0.3985283803859828
2003-05-31,0.3527969949227028
2003-06-30,0.3476455866671787
2003-07-31,0.2522647918906829
2003-08-31,0.2633935793902813
2003-09-30,0.3051523014887867
2003-10-31,0.3988381281266151
2003-11-30,0.3775707433026638
2003-12-31,0.32496517233801375
2004-01-31,0.2559229717132073
2004-02-29,0.3922628720217367
2004-03-31,0.3527083674581719
2004-04-30,0.38815285390949306
2004-05-31,0.3350269628973056
2004-06-30,0.2983334131736671
2004-07-31,0.27431948779916937
2004-08-31,0.27516204829709096
2004-09-30,0.36579324610327735
2004-10-31,0.36379906812596774
2004-11-30,0.40428489637943815
2004-12-31,0.3264525865073779
2005-01-31,0.29542627713878045
2005-02-28,0.3331793928955266
2005-03-31,0.4649336605444156
2005-04-30,0.3777757873300727
2005-05-31,0.44851182737961826
2005-06-30,0.2265520588741891
2005-07-31,0.24732565311116156
2005-08-31,0.2632155004981025
2005-09-30,0.24342089962659347
2005-10-31,0.33543483852185924
2005-11-30,0.41131052571816085
2005-12-31,0.31137268281219355
2006-01-31,0.3316511799707955
2006-02-28,0.3863270607559501
2006-03-31,0.4086653118971806
2006-04-30,0.41930096737924055
2006-05-31,0.37343814623776395
2006-06-30,0.36486158206670694
2006-07-31,0.26863567083811074
2006-08-31,0.22789537303106186
2006-09-30,0.29391590221365577
2006-10-31,0.40938977706127166
2006-11-30,0.3411361625651739
2006-12-31,0.27568067620946857
2007-01-31,0.2977156378834906
2007-02-28,0.32156256657583115
2007-03-31,0.5104983914209966
2007-04-30,0.43373517529575417
2007-05-31,0.36538764475740787
2007-06-30,0.368708138079619
2007-07-31,0.3089475540858494
2007-08-31,0.24986991094002303
2007-09-30,0.2693915379361166
2007-10-31,0.38996978619267997
2007-11-30,0.33365301202805514
2007-12-31,0.3276307335330395
2008-01-31,0.2960716573352261
2008-02-29,0.34343307807757817
2008-03-31,0.4209817156666363
2008-04-30,0.4184079154735325
2008-05-31,0.4084597268644765
2008-06-30,0.3477713403578717
2008-07-31,0.31467810069224
2008-08-31,0.29059732534150506
2008-09-30,0.35935003013935296
2008-10-31,0.3387521371022534
2008-11-30,0.345260384246544
2008-12-31,0.3364555820470936
2009-01-31,0.34836508672734645
2009-02-28,0.40770817179420693
2009-03-31,0.40840338154079747
2009-04-30,0.3906876504938726
2009-05-31,0.42467368923346466
2009-06-30,0.355995741536228
2009-07-31,0.26799024969082086
2009-08-31,0.2619690414000686
2009-09-30,0.3082463188322222
2009-10-31,0.31721466680464
2009-11-30,0.34013120770049243
2009-12-31,0.31176049129301
2010-01-31,0.3407036366625144
2010-02-28,0.3299361672529266
2010-03-31,0.34329858857203716
2010-04-30,0.39878134251114883
2010-05-31,0.39059848944595793
2010-06-30,0.23820776712299463
2010-07-31,0.21691398156527242
2010-08-31,0.25221923919733236
2010-09-30,0.2950420099082799
2010-10-31,0.35119714641558397
2010-11-30,0.3129523604149792
2010-12-31,0.3303946128729019
2011-01-31,0.31495017592759433
2011-02-28,0.3930383805029284
2011-03-31,0.36941049550374155
2011-04-30,0.4190438992219343
2011-05-31,0.3392221903940799
2011-06-30,0.2576830631667366
2011-07-31,0.3109248279931604
2011-08-31,0.29120328304203935
2011-09-30,0.2501828545263229
2011-10-31,0.4101870285939332
2011-11-30,0.33568290059041983
2011-12-31,0.29581568113919143
2012-01-31,0.30962170856650784
2012-02-29,0.3110562003682877
2012-03-31,0.3230318987638246
2012-04-30,0.3904028032699578
2012-05-31,0.3450248619730135
2012-06-30,0.31137822221594524
2012-07-31,0.2779529668826985
2012-08-31,0.2420978793613757
2012-09-30,0.3431000263888233
2012-10-31,0.3695815546001087
2012-11-30,0.4633633041615736
2012-12-31,0.32910051761834913
2013-01-31,0.37806623273677015
2013-02-28,0.4664225998218603
2013-03-31,0.4886092438510865
2013-04-30,0.40152521229285076
2013-05-31,0.3405223037487546
2013-06-30,0.2908018741024922
2013-07-31,0.24412416164752476
2013-08-31,0.2397916794976858
2013-09-30,0.26971479373106705
2013-10-31,0.3242303651490323
2013-11-30,0.3383174980466522
2013-12-31,0.34295842922763886
2014-01-31,0.3185752317595071
2014-02-28,0.33705994083145335
2014-03-31,0.39553770742573213
2014-04-30,0.4599678903344123
2014-05-31,0.3822344085144229
2014-06-30,0.3539808872973294
2014-07-31,0.2678308279818717
2014-08-31,0.33515886993530675
