,NDVI
2000-02-29,0.10711694564396483
2000-03-31,0.10407723913656768
2000-04-30,0.10197258872953774
2000-05-31,0.10112857846006175
2000-06-30,0.08947839370500982
2000-07-31,0.08789030953874413
2000-08-31,0.10963762328161183
2000-09-30,0.11985216167005563
2000-10-31,0.12473612149866178
2000-11-30,0.13956498517100632
2000-12-31,0.13614743602273188
2001-01-31,0.12294729043853364
2001-02-28,0.11443129508437097
2001-03-31,0.11053092298355854
2001-04-30,0.1086747171301679
2001-05-31,0.1006146897374657
2001-06-30,0.09513311285702189
2001-07-31,0.09829643095289856
2001-08-31,0.1109246504297961
2001-09-30,0.11833255469157372
2001-10-31,0.11695447320091427
2001-11-30,0.11370276985679964
2001-12-31,0.11182875064642739
2002-01-31,0.12006018867828017
2002-02-28,0.12229829202363501
2002-03-31,0.11283910980500625
2002-04-30,0.11796829655909497
2002-05-31,0.11021392469632492
2002-06-30,0.09625964421451487
2002-07-31,0.09160852226760603
2002-08-31,0.10123262209778075
2002-09-30,0.12050832398090053
2002-10-31,0.11702647900547862
2002-11-30,0.11297707839956062
2002-12-31,0.11110682800077394
2003-01-31,0.1218175277482022
2003-02-28,0.11546556185028528
2003-03-31,0.11599911934598989
2003-04-30,0.10735743817896393
2003-05-31,0.10728015462961912
2003-06-30,0.08172685531387489
2003-07-31,0.0896988282170956
2003-08-31,0.11891450693617778
2003-09-30,0.12001512516534185
2003-10-31,0.11849474536486601
2003-11-30,0.11237456569206306
2003-12-31,0.12422181397987604
2004-01-31,0.11580035371827674
2004-02-29,0.1190192223497434
2004-03-31,0.11660120414515089
2004-04-30,0.12147795939188724
2004-05-31,0.11212131100793357
2004-06-30,0.09900790247133774
2004-07-31,0.0894016361760927
2004-08-31,0.10315955529991898
2004-09-30,0.11471308201494332
2004-10-31,0.11970659445142037
2004-11-30,0.11555807546406595
2004-12-31,0.11889184115737075
2005-01-31,0.11706631331569953
2005-02-28,0.11842205452232885
2005-03-31,0.10561683545441218
2005-04-30,0.11052018519102036
2005-05-31,0.11923107818380521
2005-06-30,0.0954735858983409
2005-07-31,0.09427457844616186
2005-08-31,0.10777542521540485
2005-09-30,0.11930881829128208
2005-10-31,0.11864545025429561
2005-11-30,0.11656103406328933
2005-12-31,0.11379596403144915
2006-01-31,0.10824072778800178
2006-02-28,0.12419771153288514
2006-03-31,0.12375017170571159
2006-04-30,0.12605110079472917
2006-05-31,0.1092465869491788
2006-06-30,0.09223915168603913
2006-07-31,0.09571966211460375
2006-08-31,0.11377042856575419
2006-09-30,0.12089828346004547
2006-10-31,0.12130698034233722
2006-11-30,0.1286588131805559
2006-12-31,0.13704785981094542
2007-01-31,0.1400488874859866
2007-02-28,0.13956820184988133
2007-03-31,0.12234074695569679
2007-04-30,0.1197580436662243
2007-05-31,0.10361523061025779
2007-06-30,0.0985825915492019
2007-07-31,0.10692807915102956
2007-08-31,0.1152071771284561
2007-09-30,0.11858389789845342
2007-10-31,0.11816079317117842
2007-11-30,0.11598671665806166
2007-12-31,0.11564349650028169
2008-01-31,0.11076783160265269
2008-02-29,0.10631644217927969
2008-03-31,0.10203872917743459
2008-04-30,0.09695649116097951
2008-05-31,0.09648492566483281
2008-06-30,0.0887251624579535
2008-07-31,0.08504850108707583
2008-08-31,0.09525981253583954
2008-09-30,0.10595785877656877
2008-10-31,0.11649394270353083
2008-11-30,0.12627631491491276
2008-12-31,0.1246236206738037
2009-01-31,0.11833594325743824
2009-02-28,0.1203425653861818
2009-03-31,0.11438210005353905
2009-04-30,0.1140998916167073
2009-05-31,0.101905559036328
2009-06-30,0.08657205712922414
2009-07-31,0.08944775421539394
2009-08-31,0.10629925772561932
2009-09-30,0.10821830324950296
2009-10-31,0.11475062741226855
2009-11-30,0.11117767840708258
2009-12-31,0.10723086978906224
2010-01-31,0.10596699588200395
2010-02-28,0.10291373164743994
2010-03-31,0.12284060658706236
2010-04-30,0.1130785034985318
2010-05-31,0.10496597152691184
2010-06-30,0.08935429621512213
2010-07-31,0.09496841749443108
2010-08-31,0.10804747576801368
2010-09-30,0.11719709346552387
2010-10-31,0.11552482691934061
2010-11-30,0.11547868995273994
2010-12-31,0.1130384967103473
2011-01-31,0.10385412378427869
2011-02-28,0.10472968938072053
2011-03-31,0.10368869569632888
2011-04-30,0.0977821121207734
2011-05-31,0.09949475789155687
2011-06-30,0.08863317808104147
2011-07-31,0.08210456797170076
2011-08-31,0.10237996889439341
2011-09-30,0.11356484690836466
2011-10-31,0.11849988517633649
2011-11-30,0.11366900753655901
2011-12-31,0.11453113083938563
2012-01-31,0.10809404064631035
2012-02-29,0.10232781035518118
2012-03-31,0.09554159666055048
2012-04-30,0.09852485171163741
2012-05-31,0.08666605731235287
2012-06-30,0.08053458200522207
2012-07-31,0.08631906164155162
2012-08-31,0.10454219020464933
2012-09-30,0.10306136959843337
2012-10-31,0.10486716038247251
2012-11-30,0.10397380875705067
2012-12-31,0.10319652347919994
2013-01-31,0.09699128443351338
2013-02-28,0.09938004292936563
2013-03-31,0.10136284169499768
2013-04-30,0.1050805870769809
2013-05-31,0.09521271425530159
2013-06-30,0.08703912357536076
2013-07-31,0.08461363165091806
2013-08-31,0.10754026061282732
2013-09-30,0.11579478156825733
2013-10-31,0.11581980823911919
2013-11-30,0.11710010775989141
2013-12-31,0.11570675161274363
2014-01-31,0.10561888589379911
2014-02-28,0.10210866806279094
2014-03-31,0.10410508883473252
2014-04-30,0.1046720472055809
2014-05-31,0.10138026898474994
2014-06-30,0.09016462385048704
2014-07-31,0.08519774804908167
