,NDVI
2000-02-29,0.21261554966309645
2000-03-31,0.18862296809051332
2000-04-30,0.180209643425305
2000-05-31,0.17437922381534748
2000-06-30,0.15418902297980722
2000-07-31,0.1493186974291719
2000-08-31,0.14601922454563965
2000-09-30,0.15026519684697298
2000-10-31,0.16104523439044344
2000-11-30,0.18117556765216786
2000-12-31,0.2040093711735363
2001-01-31,0.22065950376147225
2001-02-28,0.23618216941102604
2001-03-31,0.23114160010000873
2001-04-30,0.19420885595686688
2001-05-31,0.16766678157332296
2001-06-30,0.15329380976582713
2001-07-31,0.14440807099666306
2001-08-31,0.14878336109724014
2001-09-30,0.15349215260473031
2001-10-31,0.15316355510781715
2001-11-30,0.16218168580054237
2001-12-31,0.1770620890905799
2002-01-31,0.19881673228915225
2002-02-28,0.21122603124496453
2002-03-31,0.22104771332815565
2002-04-30,0.21855675652678097
2002-05-31,0.18463621049640672
2002-06-30,0.16210697826761394
2002-07-31,0.15391360658709863
2002-08-31,0.15513871640506194
2002-09-30,0.15891356109407087
2002-10-31,0.16782556115268218
2002-11-30,0.18076156933823573
2002-12-31,0.22564213199393057
2003-01-31,0.25116148642790037
2003-02-28,0.26026099405759706
2003-03-31,0.25867129462530025
2003-04-30,0.23741895530441445
2003-05-31,0.193002947650775
2003-06-30,0.16588412384401857
2003-07-31,0.15537746763640875
2003-08-31,0.1582848491571055
2003-09-30,0.15894610700906842
2003-10-31,0.17098326050460025
2003-11-30,0.1946278816057846
2003-12-31,0.23977265353845356
2004-01-31,0.2580303969323007
2004-02-29,0.26080570823697546
2004-03-31,0.2588871972101782
2004-04-30,0.24358252889477966
2004-05-31,0.21070499123763414
2004-06-30,0.17766022782269691
2004-07-31,0.16559375356317063
2004-08-31,0.16105715866796036
2004-09-30,0.1647978405296468
2004-10-31,0.17617613242694652
2004-11-30,0.19245775196145878
2004-12-31,0.22269678034164114
2005-01-31,0.2234692976117595
2005-02-28,0.22208465435350205
2005-03-31,0.22927670646004455
2005-04-30,0.1978258083779957
2005-05-31,0.16967886562626025
2005-06-30,0.15796832443241046
2005-07-31,0.15185786192812656
2005-08-31,0.15129200247060803
2005-09-30,0.15487932459323264
2005-10-31,0.16363781908656416
2005-11-30,0.1738924999103445
2005-12-31,0.2110617805648721
2006-01-31,0.2349548828415778
2006-02-28,0.26368782177829786
2006-03-31,0.278004691279661
2006-04-30,0.2427656372937832
2006-05-31,0.19307285748178063
2006-06-30,0.17307333980919426
2006-07-31,0.16215992088299042
2006-08-31,0.15993786391149623
2006-09-30,0.16216022689457826
2006-10-31,0.16591963292859158
2006-11-30,0.18130494695102928
2006-12-31,0.20171714161147197
2007-01-31,0.2059652671533703
2007-02-28,0.22701518050532035
2007-03-31,0.2148123653394709
2007-04-30,0.2145794545930816
2007-05-31,0.19443122085457906
2007-06-30,0.16778723536021284
2007-07-31,0.15541401783835102
2007-08-31,0.15873458381540512
2007-09-30,0.1621224493316239
2007-10-31,0.1651712277831897
2007-11-30,0.1735975752977952
2007-12-31,0.20581374760050003
2008-01-31,0.2302451355239863
2008-02-29,0.24699521285311815
2008-03-31,0.23749243102552353
2008-04-30,0.2043890246143093
2008-05-31,0.17752254711831858
2008-06-30,0.1610389248951522
2008-07-31,0.1515858836147776
2008-08-31,0.15107571786633933
2008-09-30,0.16117527434767331
2008-10-31,0.19070140211385908
2008-11-30,0.20787370633209604
2008-12-31,0.24310470726315664
2009-01-31,0.27102496060514325
2009-02-28,0.2878280351053637
2009-03-31,0.29899255401462044
2009-04-30,0.25943070748657726
2009-05-31,0.20621508912401768
2009-06-30,0.18120871582806294
2009-07-31,0.17084718953457284
2009-08-31,0.16797819560615074
2009-09-30,0.18208692584981628
2009-10-31,0.18888726747718085
2009-11-30,0.19027526103084483
2009-12-31,0.21243801192553569
