,EVI
2000-02-29,0.3958731036696622
2000-03-31,0.3784120363071292
2000-04-30,0.34796407317953193
2000-05-31,0.2924779735309425
2000-06-30,0.24837451212973932
2000-07-31,0.21305855515853453
2000-08-31,0.19259343769157938
2000-09-30,0.20187996723912344
2000-10-31,0.24793232471607118
2000-11-30,0.3155125893099547
2000-12-31,0.38294427268998055
2001-01-31,0.3892759271013275
2001-02-28,0.3765003238446021
2001-03-31,0.3825844419076513
2001-04-30,0.34990396267105706
2001-05-31,0.2910857160508722
2001-06-30,0.2507800039036174
2001-07-31,0.21113122074308555
2001-08-31,0.18861965162880717
2001-09-30,0.21989010546277662
2001-10-31,0.2524466621117405
2001-11-30,0.3261768330237975
2001-12-31,0.40172327687797227
2002-01-31,0.4138766518845076
2002-02-28,0.4010341974110706
2002-03-31,0.372879265059443
2002-04-30,0.3298994480500847
2002-05-31,0.2751040148907945
2002-06-30,0.23011240508471714
2002-07-31,0.2001610355201495
2002-08-31,0.19309549995107855
2002-09-30,0.21487421630793851
2002-10-31,0.23611120758759074
2002-11-30,0.3065842865268261
2002-12-31,0.3695868878751025
2003-01-31,0.42150956704312414
2003-02-28,0.4258316173072239
2003-03-31,0.3910900134628972
2003-04-30,0.35540710372397954
2003-05-31,0.2928989670918588
2003-06-30,0.24862549514142268
2003-07-31,0.2147099793923742
2003-08-31,0.19188287941685234
2003-09-30,0.20424216648526783
2003-10-31,0.24601295841798695
2003-11-30,0.28662965506126925
2003-12-31,0.39165324612943253
2004-01-31,0.4257075917287392
2004-02-29,0.4059713050218322
2004-03-31,0.4084409346515365
2004-04-30,0.36444134397427397
2004-05-31,0.31173086946190637
2004-06-30,0.2563596884182237
2004-07-31,0.21599816670366453
2004-08-31,0.19714582408277634
2004-09-30,0.207778476079246
2004-10-31,0.2657415450371631
2004-11-30,0.31896421233530203
2004-12-31,0.3972081143650936
2005-01-31,0.4060135917323211
2005-02-28,0.4291204504128221
2005-03-31,0.39450775330201615
2005-04-30,0.3274833795905689
2005-05-31,0.26822664983689815
2005-06-30,0.226105726625985
2005-07-31,0.1984055541109716
2005-08-31,0.18327547963242846
2005-09-30,0.19798969832542307
2005-10-31,0.21912631866792362
2005-11-30,0.2596086934054624
2005-12-31,0.37582807399354107
2006-01-31,0.42562081957166364
2006-02-28,0.44073327391317635
2006-03-31,0.4104215652752936
2006-04-30,0.36404632491750033
2006-05-31,0.3081926422192339
2006-06-30,0.2590759403576872
2006-07-31,0.22222940979411826
2006-08-31,0.19749284049793728
2006-09-30,0.21283698109048946
2006-10-31,0.24755953154173158
2006-11-30,0.31086780609474873
2006-12-31,0.3695099465035143
2007-01-31,0.3968545927613537
2007-02-28,0.4177925775687199
2007-03-31,0.3934141184306164
2007-04-30,0.34736558592211814
2007-05-31,0.28438549028291216
2007-06-30,0.2406208292194062
2007-07-31,0.2093059170546292
2007-08-31,0.19011657454057163
2007-09-30,0.21016414196151134
2007-10-31,0.25766012356341655
2007-11-30,0.3136758195517215
2007-12-31,0.3622763435413482
2008-01-31,0.37209250068313515
2008-02-29,0.41773321772047156
2008-03-31,0.39411856673862233
2008-04-30,0.33926871788604757
2008-05-31,0.2837572905768734
2008-06-30,0.24245889872351245
2008-07-31,0.21162659508766132
2008-08-31,0.19219284959125715
2008-09-30,0.20545405961988
2008-10-31,0.2605339948640714
2008-11-30,0.3340530790472227
2008-12-31,0.41894988762387864
2009-01-31,0.4417732695032354
2009-02-28,0.4181750650782876
2009-03-31,0.37900047774434703
2009-04-30,0.3443348611298299
2009-05-31,0.2917511055710298
2009-06-30,0.2485671016517218
2009-07-31,0.21513542264191593
2009-08-31,0.1947786851814679
2009-09-30,0.21532271959741917
2009-10-31,0.25633944553113047
2009-11-30,0.3271612263756172
2009-12-31,0.42811647388094237
2010-01-31,0.42401513293986626
2010-02-28,0.39674603760899396
2010-03-31,0.40130434265517434
2010-04-30,0.348089453331641
2010-05-31,0.29581251934077807
2010-06-30,0.2504237732247075
2010-07-31,0.21696741853817023
2010-08-31,0.1957063381956879
2010-09-30,0.20287527385914594
2010-10-31,0.2429719425881012
2010-11-30,0.2883654737271991
2010-12-31,0.406784237138211
2011-01-31,0.3975244803541499
2011-02-28,0.4230324989930318
2011-03-31,0.41220083299275434
2011-04-30,0.35303470640482637
2011-05-31,0.29373236382224044
2011-06-30,0.2425159858871872
2011-07-31,0.20554110349868138
2011-08-31,0.18620525006382843
2011-09-30,0.21574331082774012
2011-10-31,0.25777712944897213
2011-11-30,0.3076008949441831
2011-12-31,0.39782997198908365
2012-01-31,0.4203828743534058
2012-02-29,0.42142674968076854
2012-03-31,0.39269855370631523
2012-04-30,0.34592670151310323
2012-05-31,0.2863883657341959
2012-06-30,0.23740518937673724
2012-07-31,0.20617484414942217
2012-08-31,0.18965014428246904
2012-09-30,0.20965588980575411
2012-10-31,0.2690708343215107
2012-11-30,0.31176398714438863
2012-12-31,0.37506212000011085
2013-01-31,0.4155105714543097
2013-02-28,0.4338930598810401
2013-03-31,0.4037300383447947
2013-04-30,0.34328812578865797
2013-05-31,0.2874985175474425
2013-06-30,0.24173088912442842
2013-07-31,0.21057216836548875
2013-08-31,0.19249862973479706
2013-09-30,0.21257905697669652
2013-10-31,0.2389282565580433
2013-11-30,0.2920611302389508
2013-12-31,0.3710629415280894
2014-01-31,0.4249935731848361
2014-02-28,0.41078825213487624
2014-03-31,0.42092088916466325
2014-04-30,0.3628169595290692
2014-05-31,0.2982062216983086
2014-06-30,0.24930196478069794
2014-07-31,0.21470415982853525
2014-08-31,0.19294923341324466
