,NDVI
2000-02-29,0.1947727342733969
2000-03-31,0.19093673961807955
2000-04-30,0.20999963643911207
2000-05-31,0.30895751216600315
2000-06-30,0.25612943016197876
2000-07-31,0.22297274001992304
2000-08-31,0.20226452618638774
2000-09-30,0.20973779635734296
2000-10-31,0.25776746073937445
2000-11-30,0.28398937527751805
2000-12-31,0.2631362567663639
2001-01-31,0.22016212344152591
2001-02-28,0.19822395631422732
2001-03-31,0.19078798725555363
2001-04-30,0.2483165393839889
2001-05-31,0.28028277812845637
2001-06-30,0.19473842795441565
2001-07-31,0.21318613157464628
2001-08-31,0.19951382046297866
2001-09-30,0.19542946068104494
2001-10-31,0.20802509381555398
2001-11-30,0.2858325326586346
2001-12-31,0.27550060588455183
2002-01-31,0.2238603024243292
2002-02-28,0.19687580234503368
2002-03-31,0.1903482893898792
2002-04-30,0.2510049923864954
2002-05-31,0.2929694103794403
2002-06-30,0.228978013819824
2002-07-31,0.21592245727637477
2002-08-31,0.19812155391579317
2002-09-30,0.22030225922112479
2002-10-31,0.27637107307470743
2002-11-30,0.32445013652678495
2002-12-31,0.3012993543945153
2003-01-31,0.24252243043738908
2003-02-28,0.2068167168360155
2003-03-31,0.19813946284384548
2003-04-30,0.2512617779847377
2003-05-31,0.30673290336485176
2003-06-30,0.2587462629028434
2003-07-31,0.22334926538925717
2003-08-31,0.2089338924530872
2003-09-30,0.19529120170795142
2003-10-31,0.2079280022074494
2003-11-30,0.25043433934591763
2003-12-31,0.2972178403933524
2004-01-31,0.24593806908236787
2004-02-29,0.20695996012952922
2004-03-31,0.19258378775557294
2004-04-30,0.2378335949440949
2004-05-31,0.2579959635349523
2004-06-30,0.23514581305992766
2004-07-31,0.23883492994339484
2004-08-31,0.2143256031903429
2004-09-30,0.20109232476526595
2004-10-31,0.2802579766222809
2004-11-30,0.3642570377557206
2004-12-31,0.35009853948234687
2005-01-31,0.278953019658259
2005-02-28,0.2302319594339185
2005-03-31,0.21023033129629726
2005-04-30,0.24954184618002861
2005-05-31,0.31329939781655525
2005-06-30,0.2674767184808599
2005-07-31,0.23539530195137348
2005-08-31,0.21912797611121615
2005-09-30,0.20098870980239616
2005-10-31,0.25075537542390275
2005-11-30,0.28181227702926215
2005-12-31,0.24731689260207793
2006-01-31,0.21449872810021758
2006-02-28,0.20184273432166253
2006-03-31,0.19484807954759986
2006-04-30,0.2636603397054372
2006-05-31,0.2820587759088492
2006-06-30,0.23639688320010654
2006-07-31,0.2092725933250476
2006-08-31,0.2153830937310697
2006-09-30,0.22393754320891013
2006-10-31,0.26439195712227814
2006-11-30,0.36050832279517253
2006-12-31,0.36589880851403767
2007-01-31,0.29724189444227334
2007-02-28,0.24090961066618374
2007-03-31,0.2215483975803058
2007-04-30,0.2673675140603113
2007-05-31,0.3026367049255234
2007-06-30,0.26525550218871474
2007-07-31,0.23455553020428566
2007-08-31,0.21770555917382295
2007-09-30,0.23310859096821396
2007-10-31,0.27647916035314973
2007-11-30,0.3035749021485601
2007-12-31,0.2595408317645879
2008-01-31,0.22438327587593337
2008-02-29,0.19949651436066385
2008-03-31,0.1922687640896451
2008-04-30,0.23064549135825851
2008-05-31,0.2679601132363453
2008-06-30,0.24265180182191817
2008-07-31,0.21194381468644918
2008-08-31,0.21031074695372656
2008-09-30,0.22091177726198657
2008-10-31,0.2831280629697842
2008-11-30,0.27643419595100854
2008-12-31,0.23394415389524942
2009-01-31,0.20627421920038524
2009-02-28,0.19563610026610434
2009-03-31,0.19084439066815112
2009-04-30,0.23449342508240004
2009-05-31,0.26357948498055567
2009-06-30,0.2302714638820964
2009-07-31,0.20906908309139424
2009-08-31,0.19790922997454719
