,EVI
2000-02-29,0.16235092659407407
2000-03-31,0.16154592986312843
2000-04-30,0.19322198188544187
2000-05-31,0.2016627713786277
2000-06-30,0.18098613273821582
2000-07-31,0.17016461587686743
2000-08-31,0.17144678139962188
2000-09-30,0.17209529502651605
2000-10-31,0.18544433069858118
2000-11-30,0.21918290892106257
2000-12-31,0.24155780893904977
2001-01-31,0.21833577130810156
2001-02-28,0.1964651401692532
2001-03-31,0.18276874683363098
2001-04-30,0.26047664566362116
2001-05-31,0.2351720380912827
2001-06-30,0.18950373758968442
2001-07-31,0.18705227453109635
2001-08-31,0.18264040317179656
2001-09-30,0.17269980633234874
2001-10-31,0.16593247000604194
2001-11-30,0.22668926798803293
2001-12-31,0.2498020713884534
2002-01-31,0.21463952150274543
2002-02-28,0.19013085602653643
2002-03-31,0.2054778794882118
2002-04-30,0.24651387792271232
2002-05-31,0.28286337192991606
2002-06-30,0.2211548078905118
2002-07-31,0.18995598438917405
2002-08-31,0.1768356896479525
2002-09-30,0.17725157569552918
2002-10-31,0.18505938744902267
2002-11-30,0.2535144627553677
2002-12-31,0.27639375568002966
2003-01-31,0.2488277716986998
2003-02-28,0.1910442716860286
2003-03-31,0.18377292448207877
2003-04-30,0.2161731281653964
2003-05-31,0.2890641307715435
2003-06-30,0.24402889555509066
2003-07-31,0.20263872528109123
2003-08-31,0.19296962660394718
2003-09-30,0.18117237913248238
2003-10-31,0.17229397739576197
2003-11-30,0.2322552074480208
2003-12-31,0.25181715820963
2004-01-31,0.21412737521189856
2004-02-29,0.19445131939527022
2004-03-31,0.18447461199021187
2004-04-30,0.2506692712576146
2004-05-31,0.2398597966283322
2004-06-30,0.20205595292860726
2004-07-31,0.1831505831432858
2004-08-31,0.17282550641383027
2004-09-30,0.1709988565397611
2004-10-31,0.21318388412232306
2004-11-30,0.26289071899289174
2004-12-31,0.27287412953870055
2005-01-31,0.22070664502376203
2005-02-28,0.18227207746806157
2005-03-31,0.18167786265417574
2005-04-30,0.22048269873672005
2005-05-31,0.25015793211380516
2005-06-30,0.22086459061913974
2005-07-31,0.19009554024199057
2005-08-31,0.1784987622987953
2005-09-30,0.17757154773858935
2005-10-31,0.1661825586374024
2005-11-30,0.19379417793033515
2005-12-31,0.191309369500677
2006-01-31,0.1631879382830453
2006-02-28,0.15681880695536782
2006-03-31,0.1774143902237543
2006-04-30,0.2591036166235997
2006-05-31,0.2525435105491861
2006-06-30,0.20392560607427873
2006-07-31,0.18373453024960804
2006-08-31,0.1864841694646851
2006-09-30,0.17536990302168654
2006-10-31,0.20537137977868467
2006-11-30,0.2927959410649529
2006-12-31,0.35826165522551223
2007-01-31,0.306471777973564
2007-02-28,0.24184744789474877
2007-03-31,0.21399082816219217
2007-04-30,0.239158482828015
2007-05-31,0.2504695887539547
2007-06-30,0.22992504918859388
2007-07-31,0.2144392224158554
2007-08-31,0.20650609627747982
2007-09-30,0.20120906065898572
2007-10-31,0.206006356609562
2007-11-30,0.23634925216949482
2007-12-31,0.2367517945873887
2008-01-31,0.20556770326675666
2008-02-29,0.18644458434882502
2008-03-31,0.18300508410985464
2008-04-30,0.2591778679602519
2008-05-31,0.23968153484143734
2008-06-30,0.20156940350679697
2008-07-31,0.1813747305808444
2008-08-31,0.17970665745704362
2008-09-30,0.17508787243349966
2008-10-31,0.21144171994406935
2008-11-30,0.275018157809623
2008-12-31,0.22143082790224405
2009-01-31,0.1776428919886356
2009-02-28,0.1674003704768832
2009-03-31,0.15751649287612893
2009-04-30,0.189351279254921
2009-05-31,0.20456885602581232
2009-06-30,0.1840921562333963
2009-07-31,0.16544177105144173
2009-08-31,0.15797599577220617
2009-09-30,0.15542637210330423
2009-10-31,0.1906735595953062
2009-11-30,0.2390131332219645
2009-12-31,0.24209420628202485
2010-01-31,0.2415390128300361
2010-02-28,0.20156571351106345
2010-03-31,0.2549614935061027
2010-04-30,0.2912981962132522
2010-05-31,0.269082194570919
2010-06-30,0.22055444101745592
2010-07-31,0.19849911747231513
2010-08-31,0.18773221453408304
2010-09-30,0.18195961561257745
2010-10-31,0.18167212361676505
2010-11-30,0.2043117102763927
2010-12-31,0.20516512376439522
2011-01-31,0.17708651497297628
2011-02-28,0.16102820878724028
2011-03-31,0.1714787191935474
2011-04-30,0.19899610203450552
2011-05-31,0.21054609385510822
2011-06-30,0.1914314713977846
2011-07-31,0.18076907076094895
2011-08-31,0.1806628687930923
2011-09-30,0.18163349900456946
2011-10-31,0.2291087393876384
2011-11-30,0.3063282313140041
2011-12-31,0.336221188614962
2012-01-31,0.24031447211655899
2012-02-29,0.19137869888025508
2012-03-31,0.1764299230773681
2012-04-30,0.21945899220457393
2012-05-31,0.2588811495007719
2012-06-30,0.22457949445359682
2012-07-31,0.20573653723789603
2012-08-31,0.19717476394406008
2012-09-30,0.18821202338439674
2012-10-31,0.22550220923024378
2012-11-30,0.26092824113253105
2012-12-31,0.255942871960085
2013-01-31,0.22964799331784125
2013-02-28,0.18527937038134368
2013-03-31,0.19730211640200157
2013-04-30,0.2990619480388972
2013-05-31,0.2718433464726012
2013-06-30,0.22448398508523879
2013-07-31,0.19431092081089282
2013-08-31,0.19294896613739226
2013-09-30,0.18653910829003859
2013-10-31,0.1837552289919119
2013-11-30,0.2351107652937957
2013-12-31,0.25716244781464315
2014-01-31,0.22001110527566292
2014-02-28,0.1910418912452208
2014-03-31,0.20735991014262767
2014-04-30,0.25188493152248337
2014-05-31,0.22855706062582554
2014-06-30,0.1950798345243715
2014-07-31,0.18196724249840351
2014-08-31,0.18227067665204003
